,Date,Title,Article
1046,2018-01-18,Philly Fed Manufacturing Index Slips to 5-Month Low in January,"© Reuters. Philly Fed manufacturing index edges lower
Investing.com - Manufacturing activity in the Philadelphia-region deteriorated in January to the lowest level in five months, dampening optimism over the health of the economy.
The Federal Reserve Bank of Philadelphia said that its manufacturing index declined to this month from December's revised reading of 27.9. Analysts had expected the index to dip to 25.0 in January. Although now at its lowest reading in five months, the index has stayed within a relatively narrow range over the past eight months.
On the index, a reading above 0.0 indicates improving conditions, below indicates worsening conditions.
The other broad indicators continue to suggest overall growth. The shipments index remained at a high reading and increased 6 points.
The index for current new orders, however, decreased 18 points. Nearly 36% of the firms reported an increase in new orders this month, but 26% reported declines.
Both the delivery times and unfilled orders indexes decreased this month: The unfilled orders index was negative for the first time in 16 months, and the index of delivery times fell to its lowest reading in 10 months.
The future indexes reflecting expected growth over the next six months remained at high levels, although the indexes fell from their readings in December.
was at 111.15 from 111.20 ahead of the release of the data, was trading at 1.2240 from around 1.2230 earlier, while was at 1.3865 from 1.3860 earlier.
The , which tracks the greenback against a basket of six major rivals, was at 90.37, compared to 90.41 ahead of the report.
Meanwhile, U.S. stock futures pointed to a mixed open. The gained 0.1%, the were flat, while the shed 0.2%.
Elsewhere, in the commodities market, traded at $1,328.40 a troy ounce, compared to $1,328.90 ahead of the data, while traded at $64.06 a barrel from $64.05 earlier."
1047,2018-01-18,U.S. Housing Starts Drop More Than Expected December; Building Permits Beat,"© Reuters. U.S. housing starts come in at 1.192 million vs. 1.275 million forecast
Investing.com – The number of housing starts fell more than expected in December, while building permits beat consensus, giving a mixed read over the health of the U.S. housing sector, official data showed Thursday.
In a report, the U.S. Commerce Department said that housing starts fell by from the month before to hit a seasonally adjusted last month That was from November’s total of 1.299 million units, which was revised higher from the initial 1.297 million.
Analysts had expected December’s number to fall to 1.275 million.
Meanwhile, the number of building permits issued declined by to a seasonally adjusted last month from 1.303 million the month before.
Economists had forecast permits to fall to 1.290 million units in December.
After the report, which was released simultaneously with and the January , traded at 1.2233 compared to 1.2229 before the release, exchanged hands at 1.3862 compared to 1.3861 previously, while was at 111.20 from 111.19 earlier.
The , which tracks the greenback against a basket of six major rivals, traded at 90.41, compared to 90.43 previously.
Meanwhile, U.S. stock futures pointed to a mixed open. The blue-chip gained 17 points, or 0.07%, the slipped 2 points, or 0.05%, while the tech-heavy fell 17 points, or 0.25%.
Elsewhere, in the commodities market, was at $1,328.40, compared to $1,328.90 ahead of the data, while traded at $64.06 a barrel from $64.05 earlier."
1048,2018-01-18,"Forex - Dollar Remains Moderately Lower Vs. Rivals, U.S. Data Ahead","© Reuters. Dollar still on the downside ahead of U.S. economic reports
Investing.com - The dollar remained moderately lower against other major currencies on Thursday, as investors remained cautious ahead of a flurry of U.S. economic reports due later in the day.
Market participants were looking ahead to the release of U.S. data on , , and .
The dollar has been pressured lower recently by concerns the global economic recovery will outpace U.S. growth and prompt other major central banks, including the European Central Bank to begin unwinding loose monetary policy at a faster pace.
The , which measures the greenback’s strength against a trade-weighted basket of six major currencies, was up 0.15% at 90.51 by 05:15 a.m. ET (09:15 GMT), off the previous session's fresh three-year trough of 89.97.
The euro and the pound were higher, with up 0.25% at 1.2215 and with adding 0.08% to 1.3838.
The euro has strengthened broadly since last week's minutes of the ECB’s December meeting boosted expectations that policymakers are preparing to wind down their bond buying stimulus program.
The yen held steady, with at 111.35, while declined 0.42% to 0.9616.
Elsewhere, the Australian and New Zealand dollars were stronger, with up 0.10% at 0.7975 and with gaining 0.25% to 0.7288.
Data earlier showed that pace in the fourth quarter, helped by strong export growth and a rebound in the industrial sector.
China is Australia's biggest export partner and New Zealand's second biggest export partner.
Meanwhile, was almost unchanged at 1.2438."
1049,2018-01-18,Forex - Dollar Slips Lower as Euro Regains Ground,"© Reuters. Dollar slips lower as euro regains ground
Investing.com - The dollar slipped lower against a basket of the other major currencies on Thursday as the euro regained ground after retreating from a three year peak in the previous session.
The , which measures the greenback’s strength against a trade-weighted basket of six major currencies, was down 0.15% to 90.51 by 03:24 AM ET (08:24 AM GMT), off an overnight high of 90.77.
was up 0.2% at 1.2209. The euro pulled back from a three year high of 1.2323 on Wednesday after comments by European Bank officials reflected unease over the currency’s recent strong gains.
The euro has strengthened broadly since last week's minutes of the ECB’s December meeting boosted expectations that policymakers are preparing to wind down their bond buying stimulus program.
The dollar has been pressured lower by the view that the global economic recovery will outpace U.S. growth and prompt other major central banks, including the ECB to begin unwinding loose monetary policy at a faster pace.
The dollar edged lower against the yen, with dipping 0.12% to 111.18 after ending the previous session with gains of 0.81% when it bounced from a four month trough of 110.18.
Sterling was steady, with trading at 1.3838, after rising as high as 1.3941 on Wednesday, the highest level since Britain’s vote to exit the European Union in June 2016.
The pound pulled back as investors took profits and awaited the latest developments.
The Australian and New Zealand dollars were broadly higher against their U.S. counterpart, with up 0.2% to 0.7983 and climbing 0.43% to 0.7299.
The commodity linked Aussie and kiwi were boosted after data overnight showed that at a faster than expected pace in the fourth quarter, helped by strong export growth and a rebound in the industrial sector."
1050,2018-01-17,GBP/USD Regains Momentum as Dollar Rally Falters,"Investing.com – The dollar traded modestly higher against a basket of major currencies amid mixed US economic data which failed to offset losses following an uptick in the loonie and sterling.
The , which measures the greenback’s strength against a trade-weighted basket of six major currencies, rose 0.14% to 90.36.
U.S. industrial production increased more than expected in December buoyed by strong gains in mining production, but manufacturing output fell short of expectations amid the recent cold snap across the U.S.
surged 0.9% in December last month, beating expectations for a 0.4% rise, while rose just 0.1% in December, falling short of expectations for a 0.3% rise.
A rise in against the dollar to $1.3835, the highest level since the EU referendum vote, weighed on the greenback but losses were limited by a slump in the euro.
fell 0.20% to $1.2236 as European Central Bank (ECB) officials attempted to quash investor expectations that the central bank would announce plans to unwind its massive stimulus programme at next week’s meeting.
ECB’s Vitor Constancio reportedly said changes to central bank’s forward guidance “would not be immediate” as inflation remained below target, while the ECB’s Ewald Nowotny said the euro exchange rate “must be observed”.
As was widely expected, the Bank of Canada raised its overnight rate , while citing the need for ongoing ‘accommodation’ to ensure inflation remained on target.
Market participants viewed the central bank’s accompanying monetary policy statement as “dovish,” noting that the central bank may not raise rates as fast as markets had anticipated, which could weigh on the loonie.
“Overall, this was a dovish statement relative to the minimum degree of optimism needed to justify a rate hike Wednesday, and could put some downward pressure on two-year yields and the value of the Canadian dollar,” said Avery Shenfeld at CIBC Economics.
rose fell 0.23% to C$1.2405, while gained 0.30% to Y110.79."
1051,2018-01-17,Forex- Weak Euro Bolsters U.S. Dollar,"© Reuters. The dollar inched forward on Wednesday.
Investing.com - The dollar rose against a basket of currencies on Wednesday as the euro fell from a three year high.
The , which measures the greenback’s strength against a trade-weighted basket of six major currencies, up 0.19% to 90.40 as of 11:35 AM ET (16:35 GMT) after plumbing a three year low of 89.98 overnight. It was bolstered by a lower euro.
was down 0.21% to 1.2235 after rising as high as 1.2323 overnight, which was the strongest level since December 2014.
The euro rose amid expectations that the European Central Bank will start to unwind its massive monetary stimulus program this year.
The euro declined after policymaker Ewald Nowotny that the euro's recent strength against the U.S. dollar is ""not helpful,"" reflecting unease among officials over the currency’s strong gains.
The dollar has been pressured lower by the view that the global economic recovery will outpace U.S. growth and prompt other major central banks, including the ECB to begin unwinding loose monetary policy at a faster pace.
Against the yen the dollar was higher, with rising 0.32% to 110.81, pulling away from the four-month low of 110.18 reached overnight.
Elsewhere, sterling gained 0.25%, with at 1.3828. The Australian and New Zealand dollars were also up against the greenback, with up 0.23% to 0.7978 and increasing 0.26% to 0.7287."
1052,2018-01-17,U.S. Industrial Production Blasts Past Consensus December,"U.S. industrial production rises 0.9% in December vs. 0.4% forecast
Investing.com – Industrial production in the U.S. rose much more than expected in December, bolstering optimism over the health of the economy, although manufacturing output was weaker than forecast, official data showed on Wednesday.
In a report, the Federal Reserve said that increased by 0.9% in December from the previous month, compared to expectations for a rise of just 0.4% and a decline of 0.1% in November that was revised from an initial 0.2% increase.
Meanwhile, increased by a seasonally adjusted 0.1% last month, missing forecasts for a 0.3% rise and following the 0.3% advance registered in November that was revised up from an initial increase of 0.2%.
The report also showed that the , a measure of how fully firms are using their resources, increased to 77.9% in December, above the forecast for a reading of 77.3% and compared to 77.2% a month earlier that was revised up from 77.1%.
Following the report, trading at 1.2221 from around 1.2218 ahead of the release of the data, was at 1.3800 from 1.3799 previously, while traded at 110.75 versus 110.80 earlier.
The , which tracks the greenback against a basket of six major rivals, was at 90.44 compared to 90.47 before the report.
Meanwhile, U.S. stock futures pointed to a higher open. The gained 120 points, or 0.46%, the rose 9 points, or 0.32%, while the traded up 27 points, or 0.40%.
Elsewhere, in the commodities market, changed hands at $1,335.80, compared to $1,334.90 prior to the release, while traded at $63.64, compared to 63.66 ahead of the report."
1053,2018-01-17,Forex - Euro Pulls Back after Hitting Three-Year Highs,"© Reuters. Euro pulls back after hitting three-year highs
Investing.com - The euro slid lower on Wednesday after rallying to a three-year high above the 1.23 level earlier amid growing expectations that the European Central Bank will start to unwind its massive monetary stimulus program this year.
was down 0.46% to 1.2207 by 08:30 AM ET (13:30 GMT) after rising as high as 1.2323 overnight, which was the strongest level since December 2014.
The single currency has strengthened broadly since last week's minutes of the ECB’s December meeting showed that officials were considering a gradual shift in policy guidance from early this year.
Any changes to the bank's guidance would likely been seen by investors as an indication that policymakers are preparing to winding down their bond buying stimulus program.
The euro declined after policymaker Ewald Nowotny that the euro's recent strength against the U.S. dollar is ""not helpful,"" reflecting unease among officials over the currency’s strong gains.
The weaker euro lent support to the dollar, sending the , which measures the greenback’s strength against a trade-weighted basket of six major currencies, up 0.24% to 90.44 after plumbing a three year low of 89.98 overnight.
The dollar has been pressured lower by the view that the global economic recovery will outpace U.S. growth and prompt other major central banks, including the ECB to begin unwinding loose monetary policy at a faster pace.
The dollar moved higher against the yen, with rising 0.22% to 110.69, pulling away from the four-month low of 110.18 reached overnight.
Sterling was little changed against the firmer dollar, with last at 1.3793 after rising as high as 1.3835 overnight, the highest level since Britain’s vote to exit the European Union in June 2016.
The Canadian dollar was steady against the greenback, with at 1.2429 ahead of the Bank of Canada’s monetary policy decision later in the day.
The BoC was widely expected to raise rates to 1.25% from 1.0% in what analysts expected to be the first of three rate hikes this year."
1054,2018-01-17,Forex - Dollar Holds Onto Modest Gains Just Off 3-Year Trough,"Dollar remains moderately higher vs. other majors
Investing.com - The dollar held onto modest gains against other major currencies on Wednesday, just off a three-year low as the euro finally gave back some strength, although U.S. political concerns were expected to limit gains.
Market participants were focusing on the risk of a potential on Saturday.
Fresh political tensions in Washington surfaced after comments by President Donald Trump on immigration dampened the prospects that a broad spending and immigration deal can be reached by the end of the week, raising the possibility of a government shutdown.
The , which measures the greenback’s strength against a trade-weighted basket of six major currencies, was up 0.12% at 90.34 by 05:15 a.m. ET (09:15 GMT), after hitting a fresh three-year trough of 89.98 overnight.
The euro was lower, with down 0.15% at 1.2241, off Monday's three-year peak of 1.2296, while held steady at 1.3799.
The dollar has been pressured lower by concerns the global economic recovery will outpace U.S. growth and prompt other major central banks, led by the European Central Bank to begin unwinding loose monetary policy at a faster pace than expected.
Expectations that the ECB could soon start to scale back its monetary stimulus program received a boost on Monday after ECB Governing Council member Ardo Hansson said bond purchases could end in one step in September if the economy and inflation develop as expected.
Earlier Wednesday, revised data showed that euro zone inflation in December.
The yen and the Swiss franc were weaker, with up 0.25% at 110.74 and with gaining 0.32% to 0.9626.
Elsewhere, the Australian dollar was higher, with up 0.25% at 0.7981, while was little changed at 0.7272.
Meanwhile, edged up 0.09% to 1.2445, as traders were awaiting the Bank of Canada's interest due later in the day."
1055,2018-01-17,Euro Zone December Inflation in Line with Expectations,"© Reuters. Euro zone inflation fell in line with expectations in December.
Investing.com - Euro zone inflation eased in line with expectations in December, according to a revision released by Eurostat on Friday
The European Union's statistics office said the consumer price index rose at an annual rate of in December, from 1.5% in November.
The rates were in line with expectations but below the ECB target inflation rate of 2%, supporting the central bank’s approach to gradually increasing interest rates.
Meanwhile inflation rose by month-over-month in December, compared to a previous reading of 0.1%.
Core inflation, which excludes energy and food prices and is closely watched by the ECB, rose by an annualized , the same as last month.
After the report, was trading at 1.2243 compared to 1.2236 prior."
1056,2018-01-17,Forex - Dollar Moves Higher as Euro Takes a Breather after Rally,"© Reuters. Dollar Moves Higher as Euro Takes a Breather after Rally
Investing.com - The dollar moved higher against a currency basket on Wednesday as the euro paused after having rallied to more than three year highs overnight amid growing expectations that the European Central Bank will scale back stimulus this year.
The , which measures the greenback’s strength against a trade-weighted basket of six major currencies, was up 0.28% to 90.48 by 03:06 AM ET (08:06 AM GMT). The index plumbed a three year low of 89.98 overnight.
was down 0.31% to 1.2222, after rising as high as 1.2323 overnight, which was the strongest level since December 2014.
The single currency has strengthened broadly since last week's minutes of the ECB’s December meeting showed that officials were considering a gradual shift in policy guidance from early this year.
Any changes to the bank's guidance would likely been seen by investors as an indication that policymakers are preparing to winding down their bond buying stimulus program.
The euro had slid to a low of 1.2194 on Tuesday following a report that the ECB is unlikely to drop a pledge to keep buying bonds at its upcoming meeting next week.
The dollar has been pressured lower by the view that the global economic recovery will outpace U.S. growth and prompt other major central banks, including the ECB to begin unwinding loose monetary policy at a faster pace.
The dollar moved higher against the yen, with rising 0.31% to 110.79, pulling away from the four-month low of 110.18 reached overnight.
Sterling was lower against the firmer dollar, with losing 0.22% to trade at 1.3761, after rising as high as 1.3835 overnight, the highest level since Britain’s vote to exit the European Union in June 2016.
The Australian and New Zealand dollars were broadly lower against their U.S. counterpart, with last at 0.7945 and down 0.37% to 0.7241.
The Canadian dollar was slightly lower against the greenback, with up 0.16% to 1.2453 ahead of the Bank of Canada’s monetary policy decision later in the day. The BoC was widely expected to raise rates to 1.25% from 1%."
1057,2018-01-16,Forex - Yen Holds Gains After Surprise Jump In Core Machinery Orders,"Yen gains in Asia
Investing.com - The yen held gains against the dollar in Asia on Wednesday as core machinery orders unexpectedly rose and the euro gained after comments from a key European central banker on the hawkish side.
changed hands at 110.39, down 0.06%, while traded at 1.2271, up 0.08%. traded at 0.7971, up 0.13%.
The , which measures the greenback’s strength against a trade-weighted basket of six major currencies, was last quoted up 0.11% to 90.23.
In Asia, Japan reported a surprise jump in core machinery orders for November with a 5.7% leap, compared to a 1.4% drop expected and 4.1% pace annually, compared to a 0.7% decline seen . Australia reports data for November with a 0.1% increase seen on month.
It would be ""appropriate"" for the European Central Bank to stop its bond purchases, due to run at least until September, this year, Bundesbank's head Jens Weidmann told the Frankfurter Allgemeine Zeitung in an interview to be published on Wednesday.
Overnight, the dollar rose against a basket of major currencies supported by euro weakness amid a report suggesting that the European Central Bank was unlikely announce plans to unwind its bond buying programme.
Reuters reported Tuesday, citing sources close to the ECB, that the central bank was unlikely to alter its policy message at next week’s meeting, as inflation remains well below the 2% target.
The central bank’s inflationary concerns come ahead of Wednesday’s final reading on December inflation expected to confirm consumer prices grew 1.4%.
Sterling, meanwhile, pared some of its losses against the greenback despite data showing annual inflation rose slower than estimated in December. While investors also mulled over Prime Minister Theresa May’s comments insisting that the UK would definitely be leaving the European Union on 29th March 2019.
The North American Free Trade Agreement (NAFTA) uncertainty has dominated Canadian dollar direction over the past week, Action Economics said, adding that it doesn’t expect the uncertainty, however, to weigh on the Bank of Canada’s interest rate decision."
1058,2018-01-16,"Forex - Dollar Dips Vs Yen In Early Asia, EUR/USD Up Despite Weidmann Views","© Reuters. Dollar down against yen
Investing.com - The dollar drifted weaker against the yen in Asia on Wednesday, but held ground against the euro despite comments from a key European central banker on the hawkish side.
changed hands at 110.38, down 0.07%, while traded at 1.2263, up 0.02%. traded at 0.7963, up 0.03%.
The , which measures the greenback’s strength against a trade-weighted basket of six major currencies, was last quoted up 0.11% to 90.23.
In Asia, Japan reports core machinery orders for November with a 1.4% drop expected and a 0.7% decline seen . Australia reports data for November with a 0.1% increase seen on month.
It would be ""appropriate"" for the European Central Bank to stop its bond purchases, due to run at least until September, this year, Bundesbank's head Jens Weidmann told the Frankfurter Allgemeine Zeitung in an interview to be published on Wednesday.
Overnight, the dollar rose against a basket of major currencies supported by euro weakness amid a report suggesting that the European Central Bank was unlikely announce plans to unwind its bond buying programme.
Reuters reported Tuesday, citing sources close to the ECB, that the central bank was unlikely to alter its policy message at next week’s meeting, as inflation remains well below the 2% target.
The central bank’s inflationary concerns come ahead of Wednesday’s final reading on December inflation expected to confirm consumer prices grew 1.4%.
Sterling, meanwhile, pared some of its losses against the greenback despite data showing annual inflation rose slower than estimated in December. While investors also mulled over Prime Minister Theresa May’s comments insisting that the UK would definitely be leaving the European Union on 29th March 2019.
The North American Free Trade Agreement (NAFTA) uncertainty has dominated Canadian dollar direction over the past week, Action Economics said, adding that it doesn’t expect the uncertainty, however, to weigh on the Bank of Canada’s interest rate decision."
1059,2018-01-16,"Dollar Rises, EUR/USD Falls on Expectations ECB Will Stick to Policy Message","© Reuters.
Investing.com – The dollar rose against a basket of major currencies supported by euro weakness amid a report suggesting that the European Central Bank was unlikely announce plans to unwind its bond buying programme.
The , which measures the greenback’s strength against a trade-weighted basket of six major currencies, rose 0.29% to 90.39.
Reuters reported Tuesday, citing sources close to the ECB, that the central bank was at next week’s meeting, as inflation remains well below the 2% target.
The central bank’s inflationary concerns come ahead of Wednesday’s final reading on December inflation expected to confirm consumer prices grew 1.4%.
fell 0.24% to $1.2237.
, meanwhile, pared some of its losses against the greenback despite data showing annual than estimated in December. While investors also mulled over Prime Minister Theresa May’s comments insisting that the UK would definitely be leaving the European Union on 29th March 2019.
fell 0.02% in sideways trading ahead of the Bank of Canada’s policy meeting slated for Wednesday, when it is expected the central bank will raise rates by 0.25% to 1.25%.
The North American Free Trade Agreement (NAFTA) uncertainty has dominated Canadian dollar direction over the past week, Action Economics said, adding that it doesn’t expect the uncertainty, however, to weigh on the Bank of Canada’s interest rate decision.
rose 0.25% to Y110.80 as demand for safe-haven yen fell amid ongoing risk-on sentiment. The Bank of Japan's surprise quantitative tightening announcement last week, however, limited gains in the pair."
1060,2018-01-16,Forex- Dollar Rallies From Three-Year Low as Euro Falls,"© Reuters. The dollar inched forward on Tuesday.
Investing.com - The dollar rose against a basket of the other major currencies on Tuesday as the euro eased from a three-year high as investors expect the European Central Bank to pare back its monetary stimulus this year.
The , which measures the greenback’s strength against a trade-weighted basket of six major currencies, inched up 0.28% to 90.38 by 11:19 AM ET (16:19 GMT). The index was at a three-year low of 90.05 on Monday.
was down 0.25% to 1.2235, falling from Monday’s highs of 1.2296, which was the strongest level since December 2014.
The single currency came under pressure after Reuters reported that the to keep buying bonds at its upcoming meeting next week.
The dollar has weakened broadly recently amid the view that the global economic recovery will outpace U.S. growth and prompt other major central banks, led by the ECB, to begin unwinding loose monetary policy at a faster pace than has been expected.
The dollar edged higher against the yen, with rising 0.22% to 110.77, up from the four-month low of 110.32 on Monday.
Sterling fell after data showed UK inflation slowed in December for the first time in six months. decreased 0.14% to 1.3773, off Monday’s peaks of 1.3819, the highest since Britain’s vote to exit the European Union in June 2016.
The slowed to an annual rate of 3.0% last month, down from November’s six-year high of 3.1% and the first decline since June.
Elsewhere, slipped 0.14% to 0.7954 while lost 0.41% to trade at 0.7270."
1061,2018-01-16,Forex - Dollar Regains Ground as Euro Retreats from Three-Year High,"© Reuters. Dollar regains ground as euro retreats from three-year high
Investing.com - The dollar pushed higher against a basket of the other major currencies on Tuesday as the euro pulled back from three-year highs scaled amid growing expectations that the European Central Bank could pare back its monetary stimulus this year.
The , which measures the greenback’s strength against a trade-weighted basket of six major currencies, was up 0.34% to 90.44 by 08:43 AM ET (13:43 GMT). The index plumbed a three-year low of 90.05 on Monday.
was down 0.35% to 1.2223, pulling away from Monday’s highs of 1.2296, which was the strongest level since December 2014.
The single currency came under pressure after Reuters reported that at its upcoming meeting next week.
Last week's minutes of the bank's December meeting showed that officials were considering a gradual shift in policy guidance from early this year.
Any changes to the the bank's guidance would likely been seen by investors as an indication that policymakers are preparing to winding down their bond buying stimulus program.
The dollar has weakened broadly recently amid the view that the global economic recovery will outpace U.S. growth and prompt other major central banks, led by the ECB to begin unwinding loose monetary policy at a faster pace than has been expected.
The dollar edged higher against the yen, with rising 0.17% to 110.72, up from the four-month low of 110.32 set on Monday.
Sterling was lower against the dollar, with slipping 0.25% to 1.3758, off Monday’s peaks of 1.3819, the highest since Britain’s vote to exit the European Union in June 2016.
Sterling slid to the day’s lows after data showing that in December for the first time in six months, meaning that Britain’s cost of living squeeze eased.
The consumer price index slowed to an annual rate of 3.0% last month, down from November’s six-year high of 3.1% and the first decline since June."
1062,2018-01-16,Forex - Dollar Continues to Mildly Recover But Gains Seen Limited,"© Reuters. Dollar holds onto gains vs. rivals but gains capped
Investing.com - The dollar continued to mildly recover from sharp losses posted against other major currencies on Tuesday, but gains were expected to remain limited and the greenback was still trading within close distance of a three-year trough.
The , which measures the greenback’s strength against a trade-weighted basket of six major currencies, was up 0.36% at 90.45 by 05:15 a.m. ET (09:15 GMT), off Monday's three-year low of 90.05.
The euro and the pound were lower, with down 0.30% at 1.2228, off the previous session's three-year peak of 1.2296, and with shedding 0.25% to 1.3756.
The dollar has been pressured lower by concerns the global economic recovery will outpace U.S. growth and prompt other major central banks, led by the European Central Bank to begin unwinding loose monetary policy at a faster pace than expected.
Expectations that the ECB could soon start to scale back its monetary stimulus program received a boost on Monday after ECB Governing Council member Ardo Hansson said bond purchases could end in one step in September if the economy and inflation develop as expected.
Meanwhile, the pound weakened after official data on Tuesday showed that UK consumer price inflation in December.
The yen and the Swiss franc were also weaker, with up 0.19% at 110.74 and with adding 0.18% to 0.9647.
Elsewhere, the Australian and New Zealand dollars were lower, with down 0.28% at 0.7944 and with retreating 0.45% to 0.7266.
Earlier Tuesday, data showed that New Zealand's business confidence index fell to in the fourth quarter from a reading og 5 in the three months to September.
Meanwhile, held steady at 1.2437."
1063,2018-01-16,Forex - Dollar Edges Higher as Euro Pauses After Rally,"© Reuters. Dollar edges higher as euro pauses after rally
Investing.com - The dollar edged higher against a basket of the other major currencies on Tuesday as the euro took a breather after having rallied to more than three year highs amid talk that the European Central Bank could scale back its monetary stimulus.
The , which measures the greenback’s strength against a trade-weighted basket of six major currencies, was up 0.19% to 90.29 by 03:19 AM ET (08:19 AM GMT). The index plumbed a three year low of 90.05 on Monday.
slid 0.13% to 1.2249, not far from Monday’s highs of 1.2296, which was the strongest level since December 2014.
The dollar has weakened broadly recently amid the view that the global economic recovery will outpace U.S. growth and prompt other major central banks, led by the ECB to begin unwinding loose monetary policy at a faster pace than has been expected.
Expectations that the ECB could soon start to scale back its monetary stimulus program received a boost on Monday after ECB Governing Council member Ardo Hansson said bond purchases could end in in one step in September if the economy and inflation develop as now expected.
The dollar edged higher against the yen, with rising 0.14% to 110.69, pulling away from the four-month low of 110.32 set on Monday.
Sterling was little changed against the dollar, with at 1.3785, holding below Monday’s peaks of 1.3819, the highest since Britain’s vote to exit the European Union in June 2016.
The UK was to release December inflation data later in the day, which was expected to show that a squeeze on the cost of living is easing.
The Australian and New Zealand dollars were broadly lower against their U.S. counterpart, with last at 0.7968 and slipping 0.21% to 0.7285."
1064,2018-01-15,Forex- Dollar Continues to Fall Amid Thin Trading,"© Reuters. The U.S. dollar continues to fall.
Investing.com - The dollar continued to fall against a currency basket on Monday amid speculation that the European Central Bank is preparing to scale back its massive stimulus program, as trading remained thin on a U.S. holiday.
The , which measures the greenback’s strength against a trade-weighted basket of six major currencies, was down 0.51% to 90.16 by 12:20 PM ET (17:20 GMT), a level not seen since December 2014.
Trade volumes are expected to remain light on Monday as U.S. markets are closed for the Martin Luther King Day holiday.
The euro hit fresh three-year highs against the dollar, building on last week’s strong surge, with rising 0.61% to 1.2271.
The euro was bolstered by investor speculation that ECB policy makers are preparing to wind down their bond buying stimulus program.
A faster rate of monetary tightening outside the U.S. would lessen the divergence between the Federal Reserve and other central banks, weighing on the dollar.
Against the yen, the dollar fell to its lowest levels since mid-September, with falling 0.48% to 110.53.
The yen was boosted by on Monday highlighting the country’s economic recovery.
Sterling also pushed higher against the dollar, with rising 0.59% to 1.3807, the most since Britain’s vote to exit the European Union in June 2016.
The pound rallied on Friday following a report that the Netherlands and Spain are open to a deal for Britain to remain as close as possible to the EU after Brexit.
The pound shrugged off a subsequent denial of the report from officials from the Spanish and Dutch finance ministries."
1065,2018-01-15,Forex - Dollar Extends Losses as ECB Taper Talk Boosts Euro,"© Reuters. Dollar extends losses as ECB taper talk boosts euro
Investing.com - The dollar extended losses against a currency basket on Monday as speculation that the European Central Bank is preparing to scale back its massive stimulus program propelled the euro to more than three-year highs.
The , which measures the greenback’s strength against a trade-weighted basket of six major currencies, was down 0.45% to 90.21 by 08:34 AM ET (13:34 GMT), a level not seen since December 2014.
The euro hit fresh three-year highs against the dollar, building on last week’s strong surge, with rising 0.57% to 1.2267.
The single currency has rallied since last Thursday’s December ECB minutes said officials could consider a gradual shift in policy guidance from early this year.
Any changes to the bank’s guidance would likely be seen by investors as an indication that policymakers are preparing to start winding down their bond buying stimulus program.
A faster rate of monetary tightening outside the U.S. would lessen the divergence between the Federal Reserve and other central banks, weighing on the dollar.
The euro received an additional boost after German Chancellor moved closer to forming a coalition government, potentially removing an element of political risk for the euro zone.
Against the yen, the dollar fell to its lowest levels since mid-September, with last at 110.67 after earlier falling as low as 110.58.
The yen was boosted by comments from Bank of Japan Governor on Monday highlighting the country’s economic recovery.
Sterling also pushed higher against the dollar, with rising 0.37% to 1.3776, the most since Britain’s vote to exit the European Union in June 2016.
The pound rallied on Friday following a report that the Netherlands and Spain are open to a deal for Britain to remain as close as possible to the EU after Brexit.
The pound shrugged off a subsequent denial of the report from officials from the Spanish and Dutch finance ministries.
Trade volumes were expected to remain light on Monday with U.S. markets closed for the Martin Luther King Day holiday."
1066,2018-01-15,"Forex - Dollar Index Continues to Drop, Hits Fresh 3-Year Trough","Broadly weaker dollar extends losses vs. rivals
Investing.com - The dollar continued to drop and hit a fresh three-year low against other major currencies on Monday, still weighed by the euro's sustained strength.
Trade volumes were expected to remain light on Monday with U.S. markets closed for the Martin Luther King Day holiday.
The dollar shrugged off data on Friday showing that underlying U.S. consumer prices in December, adding to expectations that inflation will accelerate this year.
The , which measures the greenback’s strength against a trade-weighted basket of six major currencies, was down 0.43% at a fresh three-year low of 90.23 by 05:15 a.m. ET (09:15 GMT).
The euro and the pound were higher, with up 0.57% at a new three-year high of 1.2266 and with advancing 0.45% to 1.3788.
The euro strengthened broadly after Thursday’s minutes of the European Central Bank’s December meeting said officials could consider a gradual shift in policy guidance from early 2018.
Any changes to the bank’s guidance would likely be seen by investors as an indication that policymakers are preparing to start winding down their bond buying stimulus program.
The single currency was als supported by reports on Friday that German coalition party leaders in talks to form a new government.
The yen and the Swiss franc were also stronger, with down 0.42% at 110.58 and with declining 0.51% to 0.9625.
Elsewhere, the Australian and New Zealand dollars were higher, with up 0.56% at 0.7961 and with climbing 0.62% to 0.7292.
Meanwhile, slid 0.32% to trade at 1.2420."
